Test,HardBrakes,NegVel,NegGap,MinGap,MaxAccel
steady,0,0,0,34.835215185173,2
lead_brake,3,0,0,19.8452004335359,2
lead_accel,0,0,0,43.7446000020532,2
stationary_obstacle,15,1,1,-6.50278035330936,2
cutin_close,0,0,0,34.8574055110994,2
cutout,0,0,0,34.9435812398357,2
vary_timegap,0,0,0,30.4917369920166,2
noisy_gap,1,0,0,31.6029684662324,2
stop_and_go,11,1,1,-5.33832702223236,2
gain_sensitivity,0,0,0,34.835215185173,2
